date,cash_value,stock_value,total_value,deposit_withdrawal,simple_returns,cum_return,equity_index
2020-09-18,-2802.474000000001,-8422.92607798602,-11225.400077986022,0.0,0.0,-0.5882257893190159,
2020-09-19,-2802.474000000001,-8422.92607798602,-11225.400077986022,0.0,0.0,-0.5882257893190159,
2020-09-20,-2802.474000000001,-8422.92607798602,-11225.400077986022,0.0,0.0,-0.5882257893190159,
2020-09-21,-2772.474000000001,-8398.453702189234,-11170.927702189234,30.0,0.0,-0.5882257893190159,
2020-09-22,-3182.454000000001,-8170.569507260544,-11353.023507260545,0.0,0.0,-0.5882257893190159,
2020-09-23,-3269.894000000001,-8225.119356276165,-11495.013356276166,0.0,0.0,-0.5882257893190159,
2020-09-24,-3269.894000000001,-8285.407944908296,-11555.301944908297,0.0,0.0,-0.5882257893190159,
2020-09-25,-3269.894000000001,-8561.378281783102,-11831.272281783102,0.0,0.0,-0.5882257893190159,
2020-09-26,-3269.894000000001,-8561.378281783102,-11831.272281783102,0.0,0.0,-0.5882257893190159,
2020-09-27,-3269.894000000001,-8561.378281783102,-11831.272281783102,0.0,0.0,-0.5882257893190159,
2020-09-28,-3239.894000000001,-8443.383594430381,-11683.277594430383,30.0,0.0,-0.5882257893190159,
2020-09-29,-3239.894000000001,-8414.993777730988,-11654.88777773099,0.0,0.0,-0.5882257893190159,
2020-09-30,-3244.894000000001,-8355.667006043956,-11600.561006043958,0.0,0.0,-0.5882257893190159,
2020-10-01,-3442.894000000001,-8298.693464586948,-11741.587464586948,50.0,0.0,-0.5882257893190159,
2020-10-02,-3808.094000000001,-8507.574991468104,-12315.668991468105,-365.2,0.0,-0.5882257893190159,
2020-10-03,-3808.094000000001,-8507.574991468104,-12315.668991468105,0.0,0.0,-0.5882257893190159,
2020-10-04,-3808.094000000001,-8507.574991468104,-12315.668991468105,0.0,0.0,-0.5882257893190159,
2020-10-05,-3778.094000000001,-8594.717861441652,-12372.811861441653,30.0,0.0,-0.5882257893190159,
2020-10-06,-3778.094000000001,-8625.392461320218,-12403.486461320219,0.0,0.0,-0.5882257893190159,
2020-10-07,-3775.094000000001,-8607.962217503535,-12383.056217503536,0.0,0.0,-0.5882257893190159,
2020-10-08,-3797.399000000001,-7896.64166255059,-11694.040662550591,0.0,0.0,-0.5882257893190159,
2020-10-09,-4459.399000000001,-7687.219905196272,-12146.618905196272,0.0,0.0,-0.5882257893190159,
2020-10-10,-4459.399000000001,-7687.219905196272,-12146.618905196272,0.0,0.0,-0.5882257893190159,
2020-10-11,-4459.399000000001,-7687.219905196272,-12146.618905196272,0.0,0.0,-0.5882257893190159,
2020-10-12,-4429.399000000001,-7434.26060370432,-11863.65960370432,0.0,0.0,-0.5882257893190159,
2020-10-13,-4399.399000000001,-7446.49998302757,-11845.898983027571,30.0,0.0,-0.5882257893190159,
2020-10-14,-4399.399000000001,-7335.424372807528,-11734.823372807528,0.0,0.0,-0.5882257893190159,
2020-10-15,-4359.399000000001,-7228.625583536962,-11588.024583536964,40.0,0.0,-0.5882257893190159,
2020-10-16,-4359.399000000001,-7570.392528074698,-11929.7915280747,0.0,0.0,-0.5882257893190159,
2020-10-17,-4359.399000000001,-7570.392528074698,-11929.7915280747,0.0,0.0,-0.5882257893190159,
2020-10-18,-4359.399000000001,-7570.392528074698,-11929.7915280747,0.0,0.0,-0.5882257893190159,
2020-10-19,-4329.399000000001,-7603.799090772774,-11933.198090772776,30.0,0.0,-0.5882257893190159,
2020-10-20,-4358.5790000000015,-7591.543025263711,-11950.122025263712,-29.17999999999995,0.0,-0.5882257893190159,
2020-10-21,-4358.5790000000015,-7608.733552378531,-11967.312552378533,0.0,0.0,-0.5882257893190159,
2020-10-22,-4358.5790000000015,-7614.006879743574,-11972.585879743576,0.0,0.0,-0.5882257893190159,
2020-10-23,-4358.5790000000015,-7609.672506280186,-11968.251506280187,0.0,0.0,-0.5882257893190159,
2020-10-24,-4358.5790000000015,-7609.672506280186,-11968.251506280187,0.0,0.0,-0.5882257893190159,
2020-10-25,-4358.5790000000015,-7609.672506280186,-11968.251506280187,0.0,0.0,-0.5882257893190159,
2020-10-26,-4328.5790000000015,-7657.135886721189,-11985.71488672119,30.0,0.0,-0.5882257893190159,
2020-10-27,-4328.5790000000015,-7659.0721598744185,-11987.65115987442,0.0,0.0,-0.5882257893190159,
2020-10-28,-4228.5790000000015,-7721.710594510612,-11950.289594510614,100.0,0.0,-0.5882257893190159,
2020-10-29,-4926.779000000001,-6802.086437555731,-11728.865437555733,0.0,0.0,-0.5882257893190159,
2020-10-30,-4931.779000000001,-6850.594183860969,-11782.373183860971,0.0,0.0,-0.5882257893190159,
2020-10-31,-4931.779000000001,-6850.594183860969,-11782.373183860971,0.0,0.0,-0.5882257893190159,
2020-11-01,-4931.779000000001,-6850.594183860969,-11782.373183860971,0.0,0.0,-0.5882257893190159,
2020-11-02,-4801.779000000001,-6676.706054174352,-11478.485054174354,130.0,0.0,-0.5882257893190159,
2020-11-03,-4801.779000000001,-6629.28703615516,-11431.066036155162,0.0,0.0,-0.5882257893190159,
2020-11-04,-4574.779000000001,-6780.805602772865,-11355.584602772866,400.0,0.0,-0.5882257893190159,
2020-11-05,-4574.779000000001,-6849.528742031394,-11424.307742031397,0.0,0.0,-0.5882257893190159,
2020-11-06,-4574.779000000001,-6846.268645349219,-11421.04764534922,0.0,0.0,-0.5882257893190159,
2020-11-07,-4574.779000000001,-6846.268645349219,-11421.04764534922,0.0,0.0,-0.5882257893190159,
2020-11-08,-4574.779000000001,-6846.268645349219,-11421.04764534922,0.0,0.0,-0.5882257893190159,
2020-11-09,-4544.1590000000015,-6501.573391558148,-11045.73239155815,30.0,0.0,-0.5882257893190159,
2020-11-10,-3680.1590000000015,-6945.439959218958,-10625.59895921896,0.0,0.0,-0.5882257893190159,
2020-11-11,-3680.1590000000015,-7262.675717425531,-10942.834717425532,0.0,0.0,-0.5882257893190159,
